VERTEX 0 0 0
VERTEX 1 -17.7421 1.00188
VERTEX 2 -18.1946 -5.96597
VERTEX 3 -0.271493 -6.7
VERTEX 4 15.0905 -7.515
VERTEX 5 27.1493 -8.79424
VERTEX 6 34.2081 -2.87354
VERTEX 7 15.5 -1.16979
VERTEX 8 28.5067 5.06597
VERTEX 9 15.7715 6.46597
VERTEX 10 0.36199 7.79236
VERTEX 11 -17.8325 9.23952
VERTEX 12 -27.0588 10.0188
VERTEX 13 -31.6742 2.00563
VERTEX 14 -27.0588 -5.5
EDGE 0 1 3.08518
EDGE 1 2 -1.63565
EDGE 2 3 -0.0409315
EDGE 3 4 -0.0530033
EDGE 4 5 -0.105688
EDGE 6 7 3.05077
EDGE 8 9 3.0321
EDGE 9 10 3.05573
EDGE 10 11 3.06222
EDGE 11 12 3.05733
EDGE 1 13 3.06967
EDGE 2 14 3.08907
EDGE 4 7 1.50635
EDGE 7 9 1.53525
EDGE 7 0 3.06627
EDGE 1 11 1.58177
EDGE 0 10 1.52438
EDGE 0 3 -1.6113
